date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:09:01	715366/715366	---MCZ	200	added ('OK')	text/html	etag:W/%222c3d1c36630fef131c991265ab072c12%22	https://www.centurypinesresort.com/activity-cameron-highlands/boh-tea-plantation	C:/My%20Web%20Sites/ASSIGNMENT%20ICM561/Century%20Pines%20Resort/ASSIGNMENT%20ICM561/www.centurypinesresort.com/activity-cameron-highlands/boh-tea-plantation.html	(from https://www.centurypinesresort.com/activity-cameron-highlands/cactus-valley)
00:09:01	7474/7474	---M--	200	added ('OK')	image/png	date:Fri,%2013%20Dec%202024%2016:09:00%20GMT	https://static.wixstatic.com/media/3031f2_b2c1f2be215d4fd7801bebc887ffa61f~mv2.png/v1/fill/w_50,h_50,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/301357717_496986625762551_72203031316140.png	C:/My%20Web%20Sites/ASSIGNMENT%20ICM561/Century%20Pines%20Resort/ASSIGNMENT%20ICM561/static.wixstatic.com/media/3031f2_b2c1f2be215d4fd7801bebc887ffa61f_mv2.png/v1/fill/w_50,h_50,al_c,q_85,usm_0.66_1.00_0.01,enc_avif/301357717_496986625762551_722030	(from https://www.centurypinesresort.com/activity-cameron-highlands/cactus-valley)
00:09:02	718251/718251	---MCZ	200	added ('OK')	text/html	etag:W/%22fb87533239aa2d26990f11353ef324b6%22	https://www.centurypinesresort.com/activity-cameron-highlands/tanah-rata-town	C:/My%20Web%20Sites/ASSIGNMENT%20ICM561/Century%20Pines%20Resort/ASSIGNMENT%20ICM561/www.centurypinesresort.com/activity-cameron-highlands/tanah-rata-town.html	(from https://www.centurypinesresort.com/activity-cameron-highlands/cactus-valley)
00:09:04	718295/718295	---MCZ	200	added ('OK')	text/html	etag:W/%22e79811a1b0459e20d46f5b85db9bef19%22	https://www.centurypinesresort.com/activity-cameron-highlands/mossy-forest	C:/My%20Web%20Sites/ASSIGNMENT%20ICM561/Century%20Pines%20Resort/ASSIGNMENT%20ICM561/www.centurypinesresort.com/activity-cameron-highlands/mossy-forest.html	(from https://www.centurypinesresort.com/activity-cameron-highlands/cactus-valley)
00:09:05	723415/723415	---MCZ	200	added ('OK')	text/html	etag:W/%2209929a7da66a64ce7a4a7f5fe2c0ece5%22	https://www.centurypinesresort.com/activity-cameron-highlands/brinchang-town	C:/My%20Web%20Sites/ASSIGNMENT%20ICM561/Century%20Pines%20Resort/ASSIGNMENT%20ICM561/www.centurypinesresort.com/activity-cameron-highlands/brinchang-town.html	(from https://www.centurypinesresort.com/activity-cameron-highlands/cactus-valley)
00:09:07	719869/719869	---MCZ	200	added ('OK')	text/html	etag:W/%22c197ad08c88e4157ed9b162e887d87f5%22	https://www.centurypinesresort.com/activity-cameron-highlands/mossy-forest-jeep-tour	C:/My%20Web%20Sites/ASSIGNMENT%20ICM561/Century%20Pines%20Resort/ASSIGNMENT%20ICM561/www.centurypinesresort.com/activity-cameron-highlands/mossy-forest-jeep-tour.html	(from https://www.centurypinesresort.com/activity-cameron-highlands/cactus-valley)
00:09:08	726282/726282	---MCZ	200	added ('OK')	text/html	etag:W/%22f1012081685322ffa2a8abe1bead17f3%22	https://www.centurypinesresort.com/activity-cameron-highlands/kea-farm-morning-market	C:/My%20Web%20Sites/ASSIGNMENT%20ICM561/Century%20Pines%20Resort/ASSIGNMENT%20ICM561/www.centurypinesresort.com/activity-cameron-highlands/kea-farm-morning-market.html	(from https://www.centurypinesresort.com/activity-cameron-highlands/cactus-valley)
00:09:09	724555/724555	---MCZ	200	added ('OK')	text/html	etag:W/%22740a7dac9faadb6bcca1e5f3a7964351%22	https://www.centurypinesresort.com/activity-cameron-highlands/time-tunnel-museum	C:/My%20Web%20Sites/ASSIGNMENT%20ICM561/Century%20Pines%20Resort/ASSIGNMENT%20ICM561/www.centurypinesresort.com/activity-cameron-highlands/time-tunnel-museum.html	(from https://www.centurypinesresort.com/activity-cameron-highlands/cactus-valley)
00:09:10	717821/717821	---MCZ	200	added ('OK')	text/html	etag:W/%22bb38cd1326b04333d2739169f1e7ce82%22	https://www.centurypinesresort.com/activity-cameron-highlands/green-view-garden	C:/My%20Web%20Sites/ASSIGNMENT%20ICM561/Century%20Pines%20Resort/ASSIGNMENT%20ICM561/www.centurypinesresort.com/activity-cameron-highlands/green-view-garden.html	(from https://www.centurypinesresort.com/activity-cameron-highlands/cactus-valley)
00:09:11	714004/714004	---MCZ	200	added ('OK')	text/html	etag:W/%22c616a57d2f96927586ae7c36887bc1a6%22	https://www.centurypinesresort.com/activity-cameron-highlands/big-red-strawberry-farm	C:/My%20Web%20Sites/ASSIGNMENT%20ICM561/Century%20Pines%20Resort/ASSIGNMENT%20ICM561/www.centurypinesresort.com/activity-cameron-highlands/big-red-strawberry-farm.html	(from https://www.centurypinesresort.com/activity-cameron-highlands/cactus-valley)
00:09:15	721833/721833	---MCZ	200	added ('OK')	text/html	etag:W/%22739232e9fb6cb8e0d1fad4c56d948507%22	https://www.centurypinesresort.com/activity-cameron-highlands/mah-meri-art-gallery	C:/My%20Web%20Sites/ASSIGNMENT%20ICM561/Century%20Pines%20Resort/ASSIGNMENT%20ICM561/www.centurypinesresort.com/activity-cameron-highlands/mah-meri-art-gallery.html	(from https://www.centurypinesresort.com/activity-cameron-highlands/cactus-valley)
00:09:16	709493/709493	---MCZ	200	added ('OK')	text/html	etag:W/%22277a60ca13281c771c573d20b240c800%22	https://www.centurypinesresort.com/activity-cameron-highlands/thompson-falls-tanah-rata	C:/My%20Web%20Sites/ASSIGNMENT%20ICM561/Century%20Pines%20Resort/ASSIGNMENT%20ICM561/www.centurypinesresort.com/activity-cameron-highlands/thompson-falls-tanah-rata.html	(from https://www.centurypinesresort.com/activity-cameron-highlands/cactus-valley)
00:09:17	718473/718473	---MCZ	200	added ('OK')	text/html	etag:W/%2201e7f09d707b7674ac7d1922a89c8dc1%22	https://www.centurypinesresort.com/activity-cameron-highlands/mount-brinchang	C:/My%20Web%20Sites/ASSIGNMENT%20ICM561/Century%20Pines%20Resort/ASSIGNMENT%20ICM561/www.centurypinesresort.com/activity-cameron-highlands/mount-brinchang.html	(from https://www.centurypinesresort.com/activity-cameron-highlands/cactus-valley)
00:09:19	717012/717012	---MCZ	200	added ('OK')	text/html	etag:W/%22463f748c3677943aa515240550e42f7d%22	https://www.centurypinesresort.com/activity-cameron-highlands/orang-asli-villages	C:/My%20Web%20Sites/ASSIGNMENT%20ICM561/Century%20Pines%20Resort/ASSIGNMENT%20ICM561/www.centurypinesresort.com/activity-cameron-highlands/orang-asli-villages.html	(from https://www.centurypinesresort.com/activity-cameron-highlands/cactus-valley)
00:09:19	720886/720886	---MCZ	200	added ('OK')	text/html	etag:W/%2249f9e6dd6d9ed60ebad7533269aab737%22	https://www.centurypinesresort.com/activity-cameron-highlands/agro-technology-park-mardi	C:/My%20Web%20Sites/ASSIGNMENT%20ICM561/Century%20Pines%20Resort/ASSIGNMENT%20ICM561/www.centurypinesresort.com/activity-cameron-highlands/agro-technology-park-mardi.html	(from https://www.centurypinesresort.com/activity-cameron-highlands/cactus-valley)
00:09:23	448565/448565	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22c108597bbd93c741abb4951c304b6a67%22	https://www.centurypinesresort.com/activity-cameron-highlands/bharat-tea-cameron-highlands	C:/My%20Web%20Sites/ASSIGNMENT%20ICM561/Century%20Pines%20Resort/ASSIGNMENT%20ICM561/www.centurypinesresort.com/activity-cameron-highlands/bharat-tea-cameron-highlands.18.delayed	(from https://www.centurypinesresort.com/activity-cameron-highlands/cactus-valley)
00:09:25	706256/706256	---MCZ	200	added ('OK')	text/html	etag:W/%22aad3139e1ad353e7d3e86cd0c6f2bc1a%22	https://www.centurypinesresort.com/activity-cameron-highlands/honey-bee-farm	C:/My%20Web%20Sites/ASSIGNMENT%20ICM561/Century%20Pines%20Resort/ASSIGNMENT%20ICM561/www.centurypinesresort.com/activity-cameron-highlands/honey-bee-farm.html	(from https://www.centurypinesresort.com/activity-cameron-highlands/cactus-valley)
00:09:29	717287/717287	---MCZ	200	added ('OK')	text/html	etag:W/%225b9be66fdf0d34a8756d90fa14faf884%22	https://www.centurypinesresort.com/activity-cameron-highlands/sri-tehndayuthapani-swamy	C:/My%20Web%20Sites/ASSIGNMENT%20ICM561/Century%20Pines%20Resort/ASSIGNMENT%20ICM561/www.centurypinesresort.com/activity-cameron-highlands/sri-tehndayuthapani-swamy.html	(from https://www.centurypinesresort.com/activity-cameron-highlands/cactus-valley)
00:09:33	722246/722246	---MCZ	200	added ('OK')	text/html	etag:W/%229ced4063da2db01399b9562ef1d0c05e%22	https://www.centurypinesresort.com/activity-cameron-highlands/mount-brinchang-jungle-trail	C:/My%20Web%20Sites/ASSIGNMENT%20ICM561/Century%20Pines%20Resort/ASSIGNMENT%20ICM561/www.centurypinesresort.com/activity-cameron-highlands/mount-brinchang-jungle-trail.html	(from https://www.centurypinesresort.com/activity-cameron-highlands/cactus-valley)
00:09:38	716339/716339	---MCZ	200	added ('OK')	text/html	etag:W/%221a16a9f77edbb61d148f924b9268c08b%22	https://www.centurypinesresort.com/activity-cameron-highlands/sam-poh-temple	C:/My%20Web%20Sites/ASSIGNMENT%20ICM561/Century%20Pines%20Resort/ASSIGNMENT%20ICM561/www.centurypinesresort.com/activity-cameron-highlands/sam-poh-temple.html	(from https://www.centurypinesresort.com/activity-cameron-highlands/cactus-valley)
00:09:39	717346/717346	---MCZ	200	added ('OK')	text/html	etag:W/%221020c3b7b2f899c58968f9902452495b%22	https://www.centurypinesresort.com/activity-cameron-highlands/night-market-cameron-highlands	C:/My%20Web%20Sites/ASSIGNMENT%20ICM561/Century%20Pines%20Resort/ASSIGNMENT%20ICM561/www.centurypinesresort.com/activity-cameron-highlands/night-market-cameron-highlands.html	(from https://www.centurypinesresort.com/activity-cameron-highlands/cactus-valley)
00:09:40	699690/699690	---MCZ	200	added ('OK')	text/html	etag:W/%226cf1ab4cdac1a428e69254cc81e65a66%22	https://www.centurypinesresort.com/activity-cameron-highlands/abu-bakar-mosque	C:/My%20Web%20Sites/ASSIGNMENT%20ICM561/Century%20Pines%20Resort/ASSIGNMENT%20ICM561/www.centurypinesresort.com/activity-cameron-highlands/abu-bakar-mosque.html	(from https://www.centurypinesresort.com/activity-cameron-highlands/cactus-valley)
00:09:40	718070/718070	---MCZ	200	added ('OK')	text/html	etag:W/%223a546207218eff1f4366c82701100565%22	https://www.centurypinesresort.com/activity-cameron-highlands/sultan-ahmad-shah-golf-club	C:/My%20Web%20Sites/ASSIGNMENT%20ICM561/Century%20Pines%20Resort/ASSIGNMENT%20ICM561/www.centurypinesresort.com/activity-cameron-highlands/sultan-ahmad-shah-golf-club.html	(from https://www.centurypinesresort.com/activity-cameron-highlands/cactus-valley)
00:09:41	707282/707282	---MCZ	200	added ('OK')	text/html	etag:W/%22ba9468ee43325fbfaa7ea8e013183738%22	https://www.centurypinesresort.com/activity-cameron-highlands/cameron-adventurous-atv-%26-safari	C:/My%20Web%20Sites/ASSIGNMENT%20ICM561/Century%20Pines%20Resort/ASSIGNMENT%20ICM561/www.centurypinesresort.com/activity-cameron-highlands/cameron-adventurous-atv-&-safari.html	(from https://www.centurypinesresort.com/activity-cameron-highlands/cactus-valley)
00:09:42	709305/709305	---MCZ	200	added ('OK')	text/html	etag:W/%22f2f7d015ace122e71edca4b6928dfc97%22	https://www.centurypinesresort.com/activity-cameron-highlands/cameron-highlands-flora-park	C:/My%20Web%20Sites/ASSIGNMENT%20ICM561/Century%20Pines%20Resort/ASSIGNMENT%20ICM561/www.centurypinesresort.com/activity-cameron-highlands/cameron-highlands-flora-park.html	(from https://www.centurypinesresort.com/activity-cameron-highlands/cactus-valley)
00:09:46	702932/702932	---MCZ	200	added ('OK')	text/html	etag:W/%2218f265fb5e26874a7c1425fe6edef181%22	https://www.centurypinesresort.com/activity-cameron-highlands/majlis-daerah-cameron-highlands-public-field	C:/My%20Web%20Sites/ASSIGNMENT%20ICM561/Century%20Pines%20Resort/ASSIGNMENT%20ICM561/www.centurypinesresort.com/activity-cameron-highlands/majlis-daerah-cameron-highlands-public-field.html	(from https://www.centurypinesresort.com/activity-cameron-highlands/cactus-valley)
00:09:47	708319/708319	---MCZ	200	added ('OK')	text/html	etag:W/%22c1f0f528402f988f1832b660031e50fa%22	https://www.centurypinesresort.com/activity-cameron-highlands/rose-valley	C:/My%20Web%20Sites/ASSIGNMENT%20ICM561/Century%20Pines%20Resort/ASSIGNMENT%20ICM561/www.centurypinesresort.com/activity-cameron-highlands/rose-valley.html	(from https://www.centurypinesresort.com/activity-cameron-highlands/cactus-valley)
00:09:50	708236/708236	---MCZ	200	added ('OK')	text/html	etag:W/%220bd8938b933d1e425ddf05ecd393bbfb%22	https://www.centurypinesresort.com/activity-cameron-highlands/cat-house-cameron-highlands	C:/My%20Web%20Sites/ASSIGNMENT%20ICM561/Century%20Pines%20Resort/ASSIGNMENT%20ICM561/www.centurypinesresort.com/activity-cameron-highlands/cat-house-cameron-highlands.html	(from https://www.centurypinesresort.com/activity-cameron-highlands/cactus-valley)
00:09:52	709353/709353	---MCZ	200	added ('OK')	text/html	etag:W/%229e5e57957daccdc594a82316ff5065bb%22	https://www.centurypinesresort.com/activity-cameron-highlands/tanah-rata-coronation-park	C:/My%20Web%20Sites/ASSIGNMENT%20ICM561/Century%20Pines%20Resort/ASSIGNMENT%20ICM561/www.centurypinesresort.com/activity-cameron-highlands/tanah-rata-coronation-park.html	(from https://www.centurypinesresort.com/activity-cameron-highlands/cactus-valley)
00:09:55	707738/707738	---MCZ	200	added ('OK')	text/html	etag:W/%221b26687e3b516c8ac1c9362b8af36c9f%22	https://www.centurypinesresort.com/activity-cameron-highlands/raju's-hill-strawberry-farm	C:/My%20Web%20Sites/ASSIGNMENT%20ICM561/Century%20Pines%20Resort/ASSIGNMENT%20ICM561/www.centurypinesresort.com/activity-cameron-highlands/raju's-hill-strawberry-farm.html	(from https://www.centurypinesresort.com/activity-cameron-highlands/cactus-valley)
00:09:55	702202/702202	---MCZ	200	added ('OK')	text/html	etag:W/%22954d375606daf0cade2b888a39f5255d%22	https://www.centurypinesresort.com/activity-cameron-highlands/cameron-centrum-clock-tower	C:/My%20Web%20Sites/ASSIGNMENT%20ICM561/Century%20Pines%20Resort/ASSIGNMENT%20ICM561/www.centurypinesresort.com/activity-cameron-highlands/cameron-centrum-clock-tower.html	(from https://www.centurypinesresort.com/activity-cameron-highlands/cactus-valley)
00:09:58	706509/706509	---MCZ	200	added ('OK')	text/html	etag:W/%2243291b767db0a8f18b6804def2193ab1%22	https://www.centurypinesresort.com/activity-cameron-highlands/iconic-cameron-sunrise-viewing-spot	C:/My%20Web%20Sites/ASSIGNMENT%20ICM561/Century%20Pines%20Resort/ASSIGNMENT%20ICM561/www.centurypinesresort.com/activity-cameron-highlands/iconic-cameron-sunrise-viewing-spot.html	(from https://www.centurypinesresort.com/activity-cameron-highlands/cactus-valley)
00:09:58	708338/708338	---MCZ	200	added ('OK')	text/html	etag:W/%222a13828b83ae7940556785acdfe5f11b%22	https://www.centurypinesresort.com/activity-cameron-highlands/taman-sedia-village	C:/My%20Web%20Sites/ASSIGNMENT%20ICM561/Century%20Pines%20Resort/ASSIGNMENT%20ICM561/www.centurypinesresort.com/activity-cameron-highlands/taman-sedia-village.html	(from https://www.centurypinesresort.com/activity-cameron-highlands/cactus-valley)
00:09:59	710354/710354	---MCZ	200	added ('OK')	text/html	etag:W/%22270d9fbd11c5b21189b861b2f9a27c8a%22	https://www.centurypinesresort.com/activity-cameron-highlands/centrum-boulevard-shopping-mall	C:/My%20Web%20Sites/ASSIGNMENT%20ICM561/Century%20Pines%20Resort/ASSIGNMENT%20ICM561/www.centurypinesresort.com/activity-cameron-highlands/centrum-boulevard-shopping-mall.html	(from https://www.centurypinesresort.com/activity-cameron-highlands/cactus-valley)
00:10:00	699459/699459	---MCZ	200	added ('OK')	text/html	etag:W/%22bde43088ec169874f67fc0f72425bac9%22	https://www.centurypinesresort.com/activity-cameron-highlands/the-sheep-sanctuary	C:/My%20Web%20Sites/ASSIGNMENT%20ICM561/Century%20Pines%20Resort/ASSIGNMENT%20ICM561/www.centurypinesresort.com/activity-cameron-highlands/the-sheep-sanctuary.html	(from https://www.centurypinesresort.com/activity-cameron-highlands/cactus-valley)
00:10:01	707375/707375	---MCZ	200	added ('OK')	text/html	etag:W/%22160c74d63177e897796376bf21e9dbf9%22	https://www.centurypinesresort.com/activity-cameron-highlands/hobbiton-village-%40-flora-park	C:/My%20Web%20Sites/ASSIGNMENT%20ICM561/Century%20Pines%20Resort/ASSIGNMENT%20ICM561/www.centurypinesresort.com/activity-cameron-highlands/hobbiton-village-@-flora-park.html	(from https://www.centurypinesresort.com/activity-cameron-highlands/cactus-valley)
00:10:03	448694/448694	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%229bf3f4c828f4796777d15ea89d5792ce%22	https://www.centurypinesresort.com/activity-cameron-highlands/media/emptystate.85a4add5.svg	C:/My%20Web%20Sites/ASSIGNMENT%20ICM561/Century%20Pines%20Resort/ASSIGNMENT%20ICM561/www.centurypinesresort.com/activity-cameron-highlands/media/emptystate.85a4add5.2d.delayed	(from https://www.centurypinesresort.com/activity-cameron-highlands/cactus-valley)
00:10:03	47252/47252	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Dec%202024%2016:06:28%20GMT	https://static.wixstatic.com/media/3031f2_168025e0018e434da8119bebbe431841~mv2.jpg/v1/fill/w_320,h_240,q_90/3031f2_168025e0018e434da8119bebbe431841~mv2.jpg	C:/My%20Web%20Sites/ASSIGNMENT%20ICM561/Century%20Pines%20Resort/ASSIGNMENT%20ICM561/static.wixstatic.com/media/3031f2_168025e0018e434da8119bebbe431841_mv2.jpg/v1/fill/w_320,h_240,q_90/3031f2_168025e0018e434da8119bebbe431841_mv2.jpg	(from https://www.centurypinesresort.com/activity-cameron-highlands/cactus-valley)
00:10:04	45702/45702	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Dec%202024%2016:06:29%20GMT	https://static.wixstatic.com/media/3031f2_28dbc90580204cf79587d60cf45bf975~mv2.jpg/v1/fill/w_320,h_240,q_90/3031f2_28dbc90580204cf79587d60cf45bf975~mv2.jpg	C:/My%20Web%20Sites/ASSIGNMENT%20ICM561/Century%20Pines%20Resort/ASSIGNMENT%20ICM561/static.wixstatic.com/media/3031f2_28dbc90580204cf79587d60cf45bf975_mv2.jpg/v1/fill/w_320,h_240,q_90/3031f2_28dbc90580204cf79587d60cf45bf975_mv2.jpg	(from https://www.centurypinesresort.com/activity-cameron-highlands/cactus-valley)
00:10:04	48521/48521	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Dec%202024%2016:06:30%20GMT	https://static.wixstatic.com/media/3031f2_a24fd7ce47474d35b774489ad35b4687~mv2.jpg/v1/fill/w_320,h_240,q_90/3031f2_a24fd7ce47474d35b774489ad35b4687~mv2.jpg	C:/My%20Web%20Sites/ASSIGNMENT%20ICM561/Century%20Pines%20Resort/ASSIGNMENT%20ICM561/static.wixstatic.com/media/3031f2_a24fd7ce47474d35b774489ad35b4687_mv2.jpg/v1/fill/w_320,h_240,q_90/3031f2_a24fd7ce47474d35b774489ad35b4687_mv2.jpg	(from https://www.centurypinesresort.com/activity-cameron-highlands/cactus-valley)
00:10:05	25112/25112	---M-Z	200	added ('OK')	application/javascript	etag:W/%226dcd805da3c0da864bde837cc6654308%22	https://static.parastorage.com/services/wix-thunderbolt/dist/8875.d06b9c87.bundle.min.js	C:/My%20Web%20Sites/ASSIGNMENT%20ICM561/Century%20Pines%20Resort/ASSIGNMENT%20ICM561/static.parastorage.com/services/wix-thunderbolt/dist/8875.d06b9c87.bundle.min.js	(from https://www.centurypinesresort.com/activity-cameron-highlands/cactus-valley)
00:10:05	34853/34853	---M--	200	added ('OK')	image/png	date:Fri,%2013%20Dec%202024%2016:10:05%20GMT	https://static.wixstatic.com/media/3031f2_c7e6dd060bba41a18e0061f4f7b1ed4f~mv2.png/v1/fill/w_209,h_116,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/ThisPahang_Unlimited_TP%20(1).png	C:/My%20Web%20Sites/ASSIGNMENT%20ICM561/Century%20Pines%20Resort/ASSIGNMENT%20ICM561/static.wixstatic.com/media/3031f2_c7e6dd060bba41a18e0061f4f7b1ed4f_mv2.png/v1/fill/w_209,h_116,al_c,q_85,usm_0.66_1.00_0.01,enc_av/ThisPahang_Unlimited_TP%20(1).31.d	(from https://www.centurypinesresort.com/activity-cameron-highlands/cactus-valley)
00:10:05	2503/2503	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Dec%202024%2016:10:05%20GMT	https://static.wixstatic.com/media/3031f2_8fd4e6f2818548e282d2c2481cd37bb9~mv2.jpg/v1/fill/w_147,h_45,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/the-cooling-breeze-that.jpg	C:/My%20Web%20Sites/ASSIGNMENT%20ICM561/Century%20Pines%20Resort/ASSIGNMENT%20ICM561/static.wixstatic.com/media/3031f2_8fd4e6f2818548e282d2c2481cd37bb9_mv2.jpg/v1/fill/w_147,h_45,al_c,q_80,usm_0.66_1.00_0.01,blur_2,/the-cooling-breeze-that.32.delay	(from https://www.centurypinesresort.com/activity-cameron-highlands/cactus-valley)
00:10:05	65254/65254	---M-Z	200	added ('OK')	application/javascript	etag:%225b6773578af8dd5591339930c2b29024%22	https://browser.sentry-cdn.com/6.18.2/bundle.min.js	C:/My%20Web%20Sites/ASSIGNMENT%20ICM561/Century%20Pines%20Resort/ASSIGNMENT%20ICM561/browser.sentry-cdn.com/6.18.2/bundle.min.js	(from https://www.centurypinesresort.com/activity-cameron-highlands/cactus-valley)
