date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:49:58	133656/133656	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Dec%202024%2014:49:50%20GMT	https://gyppotravelreviews.wordpress.com/2022/01/11/boh-tea-centre-brinchang-3/	C:/My%20Web%20Sites/ASSIGNMENT%20ICM561/Gyppo%20Travel%20Reviews/ASSIGNMENT%20ICM561/gyppotravelreviews.wordpress.com/2022/01/11/boh-tea-centre-brinchang-3/index.html	(from )
22:49:58	352/352	---MCZ	200	added ('OK')	text/plain	date:Fri,%2013%20Dec%202024%2014:49:50%20GMT	https://gyppotravelreviews.wordpress.com/robots.txt		(from )
22:49:59	1025/1025	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%2212975e6f95f1a64a6109840b2d87e65d%22	https://gyppotravelreviews.wordpress.com/2022/01/11/boh-tea-centre-brinchang-3/feed/	C:/My%20Web%20Sites/ASSIGNMENT%20ICM561/Gyppo%20Travel%20Reviews/ASSIGNMENT%20ICM561/gyppotravelreviews.wordpress.com/2022/01/11/boh-tea-centre-brinchang-3/feed/index.html	(from https://gyppotravelreviews.wordpress.com/2022/01/11/boh-tea-centre-brinchang-3/)
22:49:59	93567/93567	---MCZ	200	added ('OK')	text/css	etag:W/94541-1684461190806.044	https://s2.wp.com/wp-content/plugins/coblocks/2.18.1-simple-rev.4/dist/coblocks-style.css?m=1681832297i&cssminify=yes	C:/My%20Web%20Sites/ASSIGNMENT%20ICM561/Gyppo%20Travel%20Reviews/ASSIGNMENT%20ICM561/s2.wp.com/wp-content/plugins/coblocks/2.18.1-simple-rev.4/dist/coblocks-styleccd8.css	(from https://gyppotravelreviews.wordpress.com/2022/01/11/boh-tea-centre-brinchang-3/)
22:49:59	28123/28123	---MCZ	200	added ('OK')	text/css	etag:W/28177-1729082736782.1907	https://s2.wp.com/wp-content/mu-plugins/jetpack-mu-wpcom-plugin/moon/vendor/automattic/jetpack-mu-wpcom/src/build/verbum-comments/verbum-comments.css?m=1729082728i&cssminify=yes	C:/My%20Web%20Sites/ASSIGNMENT%20ICM561/Gyppo%20Travel%20Reviews/ASSIGNMENT%20ICM561/s2.wp.com/wp-content/mu-plugins/jetpack-mu-wpcom-plugin/moon/vendor/automattic/jetpack-mu-wpcom/src/build/verbum-comments/verbum-comments4874.css	(from https://gyppotravelreviews.wordpress.com/2022/01/11/boh-tea-centre-brinchang-3/)
22:49:59	369/369	---M--	200	added ('OK')	text/css	etag:%226466d6c8-171%22	https://s1.wp.com/_static/??/wp-content/mu-plugins/core-compat/wp-mediaelement.css,/wp-content/mu-plugins/wpcom-bbpress-premium-themes.css?m=1432920480j&cssminify=yes	C:/My%20Web%20Sites/ASSIGNMENT%20ICM561/Gyppo%20Travel%20Reviews/ASSIGNMENT%20ICM561/s1.wp.com/_static/indexd02a.html	(from https://gyppotravelreviews.wordpress.com/2022/01/11/boh-tea-centre-brinchang-3/)
22:50:00	298026/298026	---MCZ	200	added ('OK')	text/css	etag:W/298135-1721244830721.6272	https://widgets.wp.com/verbum-block-editor/block-editor.css?ver=1721244820	C:/My%20Web%20Sites/ASSIGNMENT%20ICM561/Gyppo%20Travel%20Reviews/ASSIGNMENT%20ICM561/widgets.wp.com/verbum-block-editor/block-editor421c.css	(from https://gyppotravelreviews.wordpress.com/2022/01/11/boh-tea-centre-brinchang-3/)
22:50:00	5168/5168	---MCZ	200	added ('OK')	text/css	etag:W/8044-1684461239455.9592	https://s1.wp.com/wp-content/mu-plugins/global-print/global-print.css?m=1465851035i&cssminify=yes	C:/My%20Web%20Sites/ASSIGNMENT%20ICM561/Gyppo%20Travel%20Reviews/ASSIGNMENT%20ICM561/s1.wp.com/wp-content/mu-plugins/global-print/global-printbcec.css	(from https://gyppotravelreviews.wordpress.com/2022/01/11/boh-tea-centre-brinchang-3/)
22:50:00	37496/37496	---MCZ	200	added ('OK')	text/css	etag:W/%226466d6b7-9278%22	https://s1.wp.com/_static/??/wp-content/mu-plugins/comment-likes/css/comment-likes.css,/i/noticons/noticons.css?m=1436783281j&cssminify=yes	C:/My%20Web%20Sites/ASSIGNMENT%20ICM561/Gyppo%20Travel%20Reviews/ASSIGNMENT%20ICM561/s1.wp.com/_static/indexba1f.html	(from https://gyppotravelreviews.wordpress.com/2022/01/11/boh-tea-centre-brinchang-3/)
22:50:01	6211/6211	---M--	200	added ('OK')	image/png	etag:%2266278e2e-1843%22	https://s2.wp.com/i/webclip.png	C:/My%20Web%20Sites/ASSIGNMENT%20ICM561/Gyppo%20Travel%20Reviews/ASSIGNMENT%20ICM561/s2.wp.com/i/webclip.png	(from https://gyppotravelreviews.wordpress.com/2022/01/11/boh-tea-centre-brinchang-3/)
